Internship_id,Intrnship_Title,Company_Name,Industry,Company_Type,Internship_Type,City,State,Work_Mode,Department,Duration,Stipend_Min,Stipend_Max,Source_Platform,Post_Link
A403,Human Resources,Get Structured Consulting Services OPC Private Limited,Consulting,Startup,,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,8000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-get-structured-consulting-services-opc-private-limited1784702803
A404,HR admin,Gaitworks Integrated Private Limited,BPO,Startup,Full-time,Gurgaon,Haryana,Remote,Talent Acquisition & Recruitment,6 Months,10000,15000,Internshala,https://internshala.com/internship/detail/human-resource-office-administration-internship-in-gurgaon-at-gaitworks-integrated-private-limited1784694727
A405,Recruitment,Palette Hire,Recruitment,Startup,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,2 Months,12000,15000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-bangalore-at-palette-hire1784643349
A406,Human Resources,Listenlights Private Limited,"Electrical, Construction/ Procurement, Other, Manufacturing/ Engineering",SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,2 Months,7000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-listenlights-private-limited1784638337
A407,Human Resources,RAISEN ELECTROHARD FOUNDATION,"Architecture/ Interior Design, Furniture, Manufacturing/ Engineering",Startup,Part-time,Bhopal,Madhya Pradesh,Remote,Talent Acquisition & Recruitment,4 Months,2000,2000,Internshala,https://internshala.com/internship/detail/part-time-human-resources-hr-internship-in-bhopal-at-raisen-electrohard-foundation1784634813
A408,Human Resources,Reliance Securities Limited,"Banking, Financial Services and Insurance (BFSI)",SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,2000,4000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-reliance-securities-limited1784634433
A409,Human Resources,MJVS FASHION SERVICES PVT LTD,E-commerce,Startup,Part-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,5000,6000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-mjvs-fashion-services-pvt-ltd1784639700
A410,Human Resources,CredAble,Finance,Startup,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,10000,15000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-credable1784631434
A411,Human Resources,RSHCE Renu Sharma Health Care And Education Foundation,Social services,Startup,Full-time,Gurgaon,Haryana,Remote,Talent Acquisition & Recruitment,3 Months,,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-rshce-renu-sharma-health-care-and-education-foundation1784621524
A412,Human Resources,Ingeniworx Business Solutions LLP,"IT/ Technology, Consulting, Recruitment",Startup,Part-time,Kolkata,West Bengal,Remote,Talent Acquisition & Recruitment,6 Months,5000,8000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-ingeniworx-business-solutions-llp1784621334
A413,Human Resources,STARTUP GROWW CONSULTING SERVICES PRIVATE LIMITED,"Legal, Advertising/ Marketing, Consulting",Startup,Full-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,6 Months,3000,5000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-startup-groww-consulting-services-private-limited1784614554
A414,Talent Acquisition,Swipe,IT/ Technology,SME,Full-time,Hyderabad,Telangana,Remote,Talent Acquisition & Recruitment,6 Months,20000,30000,Internshala,https://internshala.com/internship/detail/hr-talent-acquisition-internship-in-hyderabad-at-swipe1784614265
A415,Human Resources,Basti Ki Pathshala Foundation,Social services,SME,Part-time,Noida,Delhi,Remote,Talent Acquisition & Recruitment,3 Months,,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-basti-ki-pathshala-foundation1784613311
A416,Human Resources,Hunt Digital Media,Advertising/ Marketing,SME,Full-time,Mumbai,Uttarakhand,Remote,Talent Acquisition & Recruitment,6 Months,5000,5000,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-hunt-digital-media1784612793
A417,Human Resources,IIEDM,Education/ Teaching/ Training,Startup,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,5000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-iiedm1784556518
A418,Human Resources,Technosoft Engineering Projects Limited,IT/ Technology,SME,Part-time,Thane,Maharashtra,Remote,Talent Acquisition & Recruitment,5 Months,9000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-thane-at-technosoft-engineering-projects-limited1784552540
A419,Human Resources,Gharpayy,"Real Estate/ Property, Advertising/ Marketing",Startup,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,3 Months,14000,23000,Internshala,https://internshala.com/internship/detail/human-resources-hr-lead-internship-in-bangalore-at-gharpayy1784554700
A420,Recruitment,KloudPortal,IT/ Technology,SME,Full-time,Hyderabad,Telangana,Hybrid,Talent Acquisition & Recruitment,6 Months,5000,8000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-hyderabad-at-kloudportal1784550411
A421,Human Resources,Adex Media Hub,Advertising/ Marketing,Startup,,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,5000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-adex-media-hub1784547335
A422,Human Resources,Queens Of Change Foundation,Social services,SME,Part-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,3 Months,,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-queens-of-change-foundation1784545541
A423,Human Resources,Purple Finance Limited,"Banking, Financial Services and Insurance (BFSI)",SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,12000,150000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-purple-finance-limited1784538029
A424,Human Resources,Dreamnivas Innovations,"Architecture/ Interior Design, Real Estate/ Property, Construction/ Procurement",Startup,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,2 Months,5000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-dreamnivas-innovations1784544620
A425,Recruitment Consultant,Talent Progress,Consulting,Startup,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,2 Months,8000,12000,Internshala,https://internshala.com/internship/detail/work-from-home-recruitment-consultant-internship-at-shreyas-panot1784541707
A426,Recruitment,Rubrique Strategic Consultants LLP,"Education/ Teaching/ Training, Consulting",Startup,Part-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,3 Months,2500,13000,Internshala,https://internshala.com/internship/detail/work-from-home-part-time-recruitment-internship-at-rubrique-strategic-consultants-llp1784534928
A427,Human Resources,Rajlaxmi Solutions Private Limited,IT/ Technology,SME,Part-time,Thane,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,5000,8000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-rajlaxmi-solutions-private-limited1784534824
A428,Human Resources,Exponentia.ai,IT/ Technology,MNC,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,10000,15000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-exponentiaai1784524506
A429,Human Resources,Varahi Technologies,IT/ Technology,Startup,Full-time,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,4 Months,7000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-varahi-technologies1784529091
A430,Human Resources,Athena School Of Management,Education/ Teaching/ Training,Startup,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,15000,15001,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-athena-school-of-management1784522174
A431,Human Resources,Jobs Territory,Recruitment,SME,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,3 Months,15000,25000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-jobs-territory1784522288
A432,Human Resources,Hashone Careers,Recruitment,Startup,Full-time,Coimbatore,Tamil Nadu,Remote,Talent Acquisition & Recruitment,3 Months,2000,3000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-coimbatore-at-hashone-careers1784486709
A433,HR,Ascendots,IT/ Technology,Startup,Full-time,Pune,Maharashtra,Remote,,6 Months,11000,20000,Internshala,https://internshala.com/internship/detail/hr-consultant-internship-in-pune-at-ascendots1784481967
A434,Human Resources,Innovsource,Recruitment,SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,4 Months,5000,5000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-innovsource1784481406
A435,Human Resources,Yardstick,IT/ Technology,Startup,Full-time,Bengaluru,Karnataka,Remote,Talent Acquisition & Recruitment,6 Months,10000,25000,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-yardstick1784459714
A436,HR,IWIL India,IT/ Technology,Startup,Full-time,Vancouver,British Columbia,Remote,,4 Months,25000,40000,Internshala,https://internshala.com/internship/detail/work-from-home-hr-consultant-internship-at-iwil-india1784438868
A437,Human Resources,Subash Vijay Associates (SVA),Recruitment,SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,5500,6500,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-subash-vijay-associates-sva1784396216
A438,Human Resources,Tax-O-Smart LLP,IT/ Technology,SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,5000,5000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-tax-o-smart-llp1784377035
A439,Talent Acquisition,Myraid,BPO,Startup,Full-time,Bangalore,Karnataka,Hybrid,Talent Acquisition & Recruitment,3 Months,5000,10000,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-bangalore-at-myraid1784359275
A440,Human Resources,Tech Analogy,Education/ Teaching/ Training,Startup,Full-time,Ahmedabad,Gujarat,Remote,Talent Acquisition & Recruitment,6 Months,10000,15000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-tech-analogy1784300798
A441,Human Resources,Optimasys,IT/ Technology,SME,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,3 Months,5000,7000,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-optimasys1784293864
A442,Human Resources,FIXL SOLUTIONS,IT/ Technology,Startup,Full-time,Jaipur,Rajasthan,Remote,Talent Acquisition & Recruitment,6 Months,6000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-jaipur-at-fixl-solutions1784284775
A443,Human Resources,Wintern Whiz,Education/ Teaching/ Training,Startup,Part-time,Haldwani,Uttarakhand,Remote,Talent Acquisition & Recruitment,6 Months,11000,22000,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-wintern-whiz1784291061
A444,Talent Acquisition,Spatial Alphabet,IT/ Technology,Startup,Full-time,Hyderabad,Telangana,Remote,Talent Acquisition & Recruitment,3 Months,5000,7500,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-hyderabad-at-spatial-alphabet1784279681
A445,Human Resources,SKIDEV EDUTECH PRIVATE LIMITED,Education/ Teaching/ Training,Startup,Full-time,Ujjain,Madhya Pradesh,Remote,Talent Acquisition & Recruitment,6 Months,13000,20000,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-skidev-edutech-private-limited1784285434
A446,Recruitment,Myraid,BPO,Startup,Full-time,Bhopal,Madhya Pradesh,Remote,Talent Acquisition & Recruitment,3 Months,2500,2500,Internshala,https://internshala.com/internship/detail/work-from-home-recruitment-internship-at-myraid1784284741
A447,Human Resources,Absolute People Screen Private Limited,Other,Startup,,Faridabad,Haryana,Remote,Talent Acquisition & Recruitment,6 Months,11000,14000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-absolute-people-screen-private-limited1784268254
A448,HR Intern,Instawork,IT/ Technology,SME,Full-time,Bangalore,Karnataka,Remote,HR Operations,3 Months,18000,18000,Internshala,https://internshala.com/internship/detail/hr-intern-internship-in-bangalore-at-instawork1784266262
A449,Human Resources,NayePankh Foundation,Social services,SME,Part-time,Delhi,Delhi,Remote,Talent Acquisition & Recruitment,3 Months,,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-nayepankh-foundation1784262794
A450,Human Resources,AIT Global India Private Limited,"IT/ Technology, Consulting",SME,Full-time,Hyderabad,Telangana,Remote,Talent Acquisition & Recruitment,1 Month,30000,30000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-hyderabad-at-ait-global-india-private-limited1784256055
A451,Talent Acquisition,Head2way Consultants,Recruitment,Startup,Full-time,Bhopal,Madhya Pradesh,Remote,Talent Acquisition & Recruitment,2 Months,10000,16000,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-bhopal-at-head2way-consultants1784208964
A452,Human Resources,Kognoz Research & Consulting Private Limited,Consulting,Startup,Full-time,Gurgaon,Haryana,Remote,Talent Acquisition & Recruitment,3 Months,20000,25000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-gurgaon-at-kognoz-research-consulting-private-limited1784199162
A453,Human Resources,Emoha Eldercare,Hospitals/ Healthcare/ Medical,SME,Full-time,Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,2 Months,7000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-emoha-eldercare1784200399
A454,Recruitment,Bandhan Technologies,IT/ Technology,SME,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,6 Months,7000,10000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-bangalore-at-bandhan-technologies1784203619
A455,Talent Acquisition,Jobs Territory,Recruitment,SME,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,3 Months,10000,18000,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-bangalore-at-jobs-territory1784201359
A456,Human Resources,Jobs Territory,Recruitment,SME,Full-time,Bengaluru,Karnataka,Remote,Talent Acquisition & Recruitment,6 Months,12000,15000,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-jobs-territory1784196431
A457,Human Resources,Cothas Coffee Co,FMCG,SME,Full-time,Bangalore,Karnataka,Remote,Talent Acquisition & Recruitment,2 Months,3001,5001,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-cothas-coffee-co1784195828
A458,Recruitment,Get Naukri,Consulting,Startup,Full-time,Lucknow,Uttar Pradesh,Remote,Talent Acquisition & Recruitment,6 Months,4000,5000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-lucknow-at-get-naukri1784188060
A459,Recruitment,HRassistance India Consultancy LLP,Recruitment,Startup,Full-time,Pune,Maharashtra,Remote,Talent Acquisition & Recruitment,3 Months,8000,10000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-pune-at-hrassistance-india-consultancy-llp1784183480
A460,HR,amIT Global Solutions,Recruitment,Startup,Full-time,Chennai,Tamil Nadu,Remote,,3 Months,4800,5000,Internshala,https://internshala.com/internship/detail/hr-consultant-internship-in-chennai-at-amit-global-solutions1784180849
A461,Human Resources,IRIS Business Services Limited,IT/ Technology,SME,,Navi Mumbai,Maharashtra,Remote,Talent Acquisition & Recruitment,6 Months,11000,15000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-iris-business-services-limited1784186101
